hash,from,to,value,asset,blockNum
0xaef899f6769fe611b5557457a3802d5cfae060027745f6ba9ac21d4648f02ca8,0xfc97c2c87e3cc03beb5fa2facaa10bbd0d0da1af,0x08cac8952641d8fc526ec1ab4f2df826a5e7710f,1.0000000000000001e-20,ETH,0xb4c3
0x8747dd2078867e89dd0341413062a8116bbe0ea1c48bac2a2d3adac1c084d149,0x8ce4949d8a16542d423c17984e6739fa72ceb177,0x15e34a8324164ef0890471f6f527451f7a22cf12,2.4e-14,ETH,0xb4c4
0x90bfb6520a7b0a1d7dfa90a3d9a9a003829bb96804c199825040aff6fe34e62c,0x136d4b662bbd1080cfe4445b0fa213864435b7f1,0xc8ebccc5f5689fa8659d83713341e5ad19349448,9.8e-19,ETH,0xb4c5
0xef8c113875caef23a7fb7931b39fe34ca0dd45178390ccff5eb5df7b2309ac3b,0xf7500c166f8bea2f82347606e5024be9e4f4ce99,0x2d3cf607adce246f0750b08ebdc87789edb2a407,1.0000000000000001e-20,ETH,0xb4c6
0xcf9f3fdb64623a3a134148df946b97f51ee3a9102953133811f4b77cbfea9be1,0x03b35d960c861fe987c50380d76db9d6ae1fa510,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,1e-18,ETH,0xb4c7
0xe98a45041d3decb084a08e88eb23dbb5ff19c5de7a71baace3b31ec20059d010,0x1c68a66138783a63c98cc675a9ec77af4598d35e,0xc8ebccc5f5689fa8659d83713341e5ad19349448,9e-20,ETH,0xb4c8
0xd0aeaae2480e1716520cc7ec3848d0b5188623695ddf5807882471ba23e5df95,0xc1cdc601f89c0428b31302d187e0dc08ad7d1c57,0x6331fc207bfc3aabded887b553e5cd9898c8f801,5e-16,ETH,0xb4cc
0x6f240638f16616dbf658cbaac4bc472b79cfb880038300d1cd8b0abd04f6735e,0x9e0afd592b1e40bee26816e360f02eebf04ad74b,0x81c039692a575005f2f5f26c6f69dba26a8f6408,5e-18,ETH,0xb4ce
0xae55a9c251d1d4c3fc88347105a02a83b0ed1b1560c59b69aa6b3698dd3162df,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x7266c8fd66ed582bea23bd8bc48e58d7f17321f3,1.0000000000000001e-20,ETH,0xb4d3
0x9243a44dcf0ecacbd81a3ce303c6f692cbe24882ef8fb9e82333103b0c52e394,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x05da05ecf1f8a9ef04026806a840aea02d290969,1.0000000000000001e-20,ETH,0xb4d7
0xd23ae9b2e5c68caf2c5663af5ba27679dc3b3cb781c4dc698abbd17d63e32e9f,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x88b3672d21fecaa5313c37c59de4ed53fd8c76fd,1.0000000000000001e-20,ETH,0xb4dc
0xba4fae2d99b48a952dee13ad3df2e19e5b08cb701feda95d636458af8924eff1,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,5.0000000000000005e-20,ETH,0xb4de
0xc453f788ffc29d12b2ee917e9f8a62c38eecaa4821f826aa5c466297c3fe4c64,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,1.0000000000000001e-20,ETH,0xb4f0
0xa1a176eab8a980ae3e09d7789188be7459bc04242ca119feb731f51fe2294c2b,0x3d0768da09ce77d25e2d998e6a7b6ed4b9116c2d,0xc9d4035f4a9226d50f79b73aafb5d874a1b6537e,5.0000000000000005e-20,ETH,0xb4f1
0x6a5f6d09e9a78b143e1c44dbdef83dfc2e90ced7c9e4817890f69f575771bb37,0x4f4a9be10cd5d3fb5de48c17be296f895690645b,0x365b685282c9b242ec345fb64731ecfc4fcb834c,1e-16,ETH,0xb4f3
0x84f105f753095d3b00bad565bb598c3c7e70a708f68d3494839b904698229136,0x232cb1cd49993c144a3f88b3611e233569a86bd6,0xcbf478675787c70c5696b1335ebcdabf401298f9,1e-18,ETH,0xb4f4
0xf17d7a9c5e9e53a80b11a1f69712bd6fcc99697767428746e6abd237fcb12ed5,0x4d9279962029a8bd45639737e98b511eff074c21,0x99c236141daec837ece04fdaee1d90cf8bbdc104,1e-18,ETH,0xb4f7
0x122763b6288c220f94c228b5afc0eb19ab611e26cd98a01fcb83fc65647661bd,0x4d9279962029a8bd45639737e98b511eff074c21,0x99c236141daec837ece04fdaee1d90cf8bbdc104,1e-18,ETH,0xb4fc
0x80b2f11a6243461a47db1e2cd7830b7da4199cb871a000340509a54eba203328,0x232cb1cd49993c144a3f88b3611e233569a86bd6,0xa08d215b5b6aac4861a281ac7e400b78fef04cbf,1e-15,ETH,0xb501
0x54ebfd455338fc47e55b49ae216411bceb7b0c2e1aa7149803f6187eb9607178,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,1e-18,ETH,0xb505
0x90622e215d2c1615a04298391a9be60bb16514b61ec364aba418400d70a4b6f3,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375e-18,ETH,0xb506
0xa95aba36e952abf414b57ee7a57df88f328d2ef2469eb2aaf6c61d67aaec6735,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375e-18,ETH,0xb507
0xd93d08d3b9eea108cf4a23eb75142770b1d1d870c2b716ecc331d96ceb94828a,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375e-18,ETH,0xb508
0x0550c0a0e5bbbdb7f168bb4c47106f89a064dd751240b838329a72d4dbd14d81,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375e-18,ETH,0xb509
0x2b4691e9a4eb3ccc81419e1e93a2e5b904c9b5d95b2ce70198c3fb0580df63f4,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375e-18,ETH,0xb50b
0x4a110de8110bb9eb250bdeb772ecafd517dfa109c14ff5d93dcfb96e9c562bb8,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0x9aa9205faa68e731703c633b53fe5af8ece59d38,1e-18,ETH,0xb50d
0x589ccb8546a62fc93a6c97838fb43e56acc9964866d50b0a632489397703e448,0xdb0cc78f74d9827bdc8a6473276eb84fdc976212,0x529049b336ebfd6df2f059c7fa964ba833a2c32b,1e-18,ETH,0xb50e
0x8ccd2c535b8b0aad772ade5105905817633865e64592b28f26ec99297b297643,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,1.0000000000000001e-20,ETH,0xb510
0x7dc913b80014a8b3a5ef8f0aee7d5acd4e2a610c6482f2afaab474fd1d9a3d0f,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,1.1e-20,ETH,0xb516
0xe5abfd361a36c1196a46b8a352e180514561521f394f1888f92ff66f35091412,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,1.5e-17,ETH,0xb517
0xd6ed1f125c4222b5039f169eab9e81df1ebd1bd09f87faf0e11cdf0d6601c4f0,0x9252a9c83d5703edc585cfdce80d5f903d357514,0xc54671b79ffcdc38c550bfc2f43aca4faf8d6f64,9.9e-18,ETH,0xb51b
0xbab6d130b93743acc1b0660016ee092c0832bc839b143ac752309e9515beca3a,0xf7500c166f8bea2f82347606e5024be9e4f4ce99,0x2a3a69c490dd4c3b15959d4df6531d37e4f3e0d6,1.0000000000000001e-20,ETH,0xb51e
0x1fb91f15b5656671d58edc8e216f033195b50a157cc94c0583f24ac19fb2bae2,0xdb0cc78f74d9827bdc8a6473276eb84fdc976212,0x529049b336ebfd6df2f059c7fa964ba833a2c32b,9.9e-17,ETH,0xb521
0xba4b5fd92a26badad3cad22eb6f7c7e745053739b5f5d1e8a3afb00f8fb2a280,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,1.1e-20,ETH,0xb522
0xee1da32e879d5fb90ac26683c8240b845904379b0ea9128acbb9c2513513e88a,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,3e-17,ETH,0xb523
0xdd7816ae5b88717117a1f2aed21880f8b83021391e214592af69f747e673e8b5,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0xab5199486803893a6dc1ad1d31612895300bcca9,1.0000000000000001e-20,ETH,0xb52e
0x181ea250b8fdb3d705d5cabcbdcff25b525b66d38c22e51f69d2301e920d6919,0x805d846fb0bc02a7337226d685be9ee773b9198a,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,2.9998000000000003e-15,ETH,0xb530
0x5f9d4a10f7996d9ca202ee02ab9b39fecdc407aad06da922e8dbe293f80085b0,0x8c6ae7a05a1de57582ae2768204276c0ff47ed03,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db1,1e-18,ETH,0xb534
0x3993768b76c8c081878f536caa9a8c1e9e63f8943221219cf87c9633af7ac67d,0x0cda12bf72d461bbc479eb92e6491d057e6b5ad1,0x2a3a69c490dd4c3b15959d4df6531d37e4f3e0d6,5e-16,ETH,0xb535
0x2834064f4f1b0bfcdb7ba169e19889804dfdbc0922bf45d723932fbebaa591e7,0x8566610901aace38b83244f3a9c831306a67b9dc,0xf54cd4ea55d233e7175bbbc8d55645ad60c0ea73,1.337e-19,ETH,0xb536
0x2ecb8ac61545dfc8e191ee9f3dde23b336c8b68e10c69eb2c5b29a813b425aaa,0x4f4a9be10cd5d3fb5de48c17be296f895690645b,0x365b685282c9b242ec345fb64731ecfc4fcb834c,1e-14,ETH,0xb53d
0x98ddf49c5b95f4b6ce94c7c570cf99cc918a004daba17f1f4ae0373a8fb9795f,0x805d846fb0bc02a7337226d685be9ee773b9198a,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,2.9998000000000003e-15,ETH,0xb53e
0xdccd57b6fc03fca0a124986f7ce748d5642e7bde8773e4daa770f6994582c858,0x07dc8c8b927adbedfa8f5d639b4352351f2f36d2,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,1e-16,ETH,0xb53f
0x01f7583ce239ad19682ccbadb21d69a03cf7be333f4be9c02233874e3f79bf9d,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,0x6baf48e1c966d16559ce2dddb616ffa72004851e,5.0000000000000005e-21,ETH,0xb540
0x78e67bdd9e0bf6ce3cc6025e2ed9ee6d55828baae8d0c78dde0c1dd9fed0e33d,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,2e-17,ETH,0xb541
0x8f798ca2400eaa90fef1a700dae338b0f81f2517ca2f181f11754e57aa5b3b82,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,1e-16,ETH,0xb543
0xfbfb230d663b1dd1b4decd1fb983f4aa4990879f06bc11600bef87e0f3304d8d,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,2e-17,ETH,0xb546
0x9950ffdb159eff6b85b1ab016a4ddd425e7e5d2232d624f2c4c2949dde8485f1,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0xbf8d8b4ec992203984f7379b001e87e6943dd5e3,5.0000000000000005e-20,ETH,0xb549
0xdf9cd9ec1836c6e0c4a47b359811180f59a06e534c82f82464fa73035eae938f,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,2e-17,ETH,0xb54b
0x934570b14b251a78fa11aa42d61264b7433eb67c16de8af51e385c1f238776d7,0x4bd5f0ee173c81d42765154865ee69361b6ad189,0x18ba9b3c8e3f8ebcb7325737c0f3004397f5b9ac,5e-18,ETH,0xb55a
0x9aee4c6644607a6b4a03bb3d385092908902c82e65e4cff0d1b68804010331a1,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1e-17,ETH,0xb566
0xb7d773a89297896cdaaaa542e362be7424afef00696f59061430067b044706ce,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1e-15,ETH,0xb56d
0x12435cee15f2cbb40311d24beec6872f53633d5e11ebbc2856cabae6ff61b5c5,0x664b099b945b899aac84da69dd6d4eeb3d03c8a3,0xfb75d7e985405567216fd0917eb8bb3b3e63fd48,1.0000000000000001e-19,ETH,0xb570
0x4fb4ba87dce647bf43d31d9646fad02b1b026f4acf9e5bc4727444553721a5a2,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1e-15,ETH,0xb572
0x2d718a798b84d49da5bb6b775a6c214a5e64b88d2e9fe684b9027aff304b5b6f,0xea81ca8638540cd9d4d73d060f2cebf2241ffc3e,0xb0bf4a71f730782368ef660fe6d298f432f95450,3e-16,ETH,0xb573
0xb82ffd79b261e9b50a8b3a05699921ae6884bccad99df77fc3957b93e41afd67,0xcd39cbcf71ff4e9592f94db59db4ff45e34b174f,0x8178414ff0aba7fd5bc60a72cb17e213b371f35c,1.0000000000000001e-21,ETH,0xb576
0x6bb78cfd4dda5c68c9367024e4e1b3bd1c2004f48c82ce03560d6934a8b50274,0xa89ac93b23370472daac337e9afdf642543f3e57,0x52de4b32e40ba930679efeb2214357cdf6fec979,1e-16,ETH,0xb578
0xc649366299e2104f9a65d646604a6e23602eb3221677b560f168e0d72da3a992,0x9746c7e1ef2bd21ff3997fa467593a89cb852bd0,0xb0bf4a71f730782368ef660fe6d298f432f95450,5e-16,ETH,0xb57a
0xddff881e1f6207ebd84a2635ef2ea2f6669e34186058c83240f480227259c583,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1e-17,ETH,0xb57b
0xeebcf654a2466b472122aca941543bc53d50c29cb4095559ab12cd5c1df75e94,0x9746c7e1ef2bd21ff3997fa467593a89cb852bd0,0xb0bf4a71f730782368ef660fe6d298f432f95450,5e-16,ETH,0xb57c
0x1b4d4b219aed1203996290ce51e2068624e747c4a66df6a86420eee866ef1905,0x895ec5545644e0b78330fffab8ddeac9e833156c,0x63b0495e672b1382b1ac7968b02e3b4234fe59dd,5.99e-16,ETH,0xb57d
0xc22bafe6163954c03291b7de4db72a56cdfc12dc0d7c3b80134c939c45ce6bbc,0x0cda12bf72d461bbc479eb92e6491d057e6b5ad1,0xab5199486803893a6dc1ad1d31612895300bcca9,1.0000000000000001e-20,ETH,0xb580
0x978279310953f408847c8be4e67ddbafc42692591651c69ef566b355c6cf3d35,0xd3679a47df2d99a49b01c98d1c3e0c987ce1e158,0x4bef38c01bc78be1914bfe8d309adf66a0e6721a,1.8e-16,ETH,0xb581
0x09abf3b250969ab5a4bc80533f407dfaca950bbfd83395b78ec93562dd55e564,0xa89ac93b23370472daac337e9afdf642543f3e57,0x0000000000000000000000000000000000000000,1e-16,ETH,0xb582
0x1039a9e9cf7271f07e873d362e2f6ae0c39a771914925a9385adca2f60ca6555,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.059895e-16,ETH,0xb584
0xc25862e9f7dbca95fe791905b0e4c6d0c148b0c502340908ae849ee00d81ead1,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,0x32be343b94f860124dc4fee278fdcbd38c102d88,5.9995895e-15,ETH,0xb585
0xa7af255a5a192f110f0338f118e0304bedf016869f8e834a812ea4ad16af7073,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,0x32be343b94f860124dc4fee278fdcbd38c102d88,3.045825e-17,ETH,0xb586
0xf371a994f321da8d36c5799aeadae9991f442b2912e605df59882d95f950a01c,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db1,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.895e-19,ETH,0xb587
0x7685b3f4f573a5373d6984a9d8f9886000513d68c55b6675d2b93a74e2b1a1e3,0xc54671b79ffcdc38c550bfc2f43aca4faf8d6f64,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.8895e-18,ETH,0xb588
